randomization_prob,car_density,Run,average_speed
0.2,0.30000000000000004,266,2.078877887788779
0.2,0.30000000000000004,267,1.9617161716171616
0.2,0.30000000000000004,268,2.160726072607261
0.2,0.30000000000000004,269,2.0663366336633664
0.2,0.30000000000000004,270,2.0666666666666673
0.2,0.30000000000000004,271,2.0877887788778877
0.2,0.30000000000000004,272,2.0310231023102308
0.2,0.30000000000000004,273,2.057755775577557
0.2,0.30000000000000004,274,2.017821782178218
0.2,0.30000000000000004,275,2.0722772277227723
0.2,0.30000000000000004,276,2.1
0.2,0.30000000000000004,277,2.124092409240924
0.2,0.30000000000000004,278,2.1082508250825085
0.2,0.30000000000000004,279,1.9435643564356437
0.2,0.30000000000000004,280,2.11980198019802
0.2,0.30000000000000004,281,2.0224422442244228
0.2,0.30000000000000004,282,2.1145214521452145
0.2,0.30000000000000004,283,2.06039603960396
0.2,0.30000000000000004,284,2.0366336633663367
0.2,0.30000000000000004,285,2.09042904290429
0.2,0.30000000000000004,286,2.1033003300330035
0.2,0.30000000000000004,287,2.086138613861386
0.2,0.30000000000000004,288,1.9564356435643564
0.2,0.30000000000000004,289,2.011551155115512
0.2,0.30000000000000004,290,2.007590759075908
0.2,0.30000000000000004,291,2.0792079207920793
0.2,0.30000000000000004,292,2.0765676567656763
0.2,0.30000000000000004,293,1.9785478547854785
0.2,0.30000000000000004,294,2.03003300330033
0.2,0.30000000000000004,295,2.0382838283828386
0.2,0.30000000000000004,296,2.0201320132013203
0.2,0.30000000000000004,297,1.9603960396039601
0.2,0.30000000000000004,298,2.054125412541254
0.2,0.30000000000000004,299,2.0336633663366332
0.2,0.4,300,1.66980198019802
0.2,0.4,301,1.6170792079207923
0.2,0.4,302,1.6529702970297029
0.2,0.4,303,1.6705445544554456
0.2,0.4,304,1.5824257425742576
0.2,0.4,305,1.5821782178217818
0.2,0.4,306,1.6527227722772277
0.2,0.4,307,1.7103960396039601
0.2,0.4,308,1.668316831683168
0.2,0.4,309,1.636633663366336
0.2,0.4,310,1.6314356435643564
0.2,0.4,311,1.627227722772277
0.2,0.4,312,1.6240099009900988
0.2,0.4,313,1.6388613861386139
0.2,0.4,314,1.66559405940594
0.2,0.4,315,1.6148514851485147
0.2,0.4,316,1.5695544554455445
0.2,0.4,317,1.6571782178217827
0.2,0.4,318,1.6126237623762372
0.2,0.4,319,1.6017326732673267
0.2,0.4,320,1.5886138613861387
0.2,0.4,321,1.6695544554455448
0.2,0.4,322,1.604207920792079
0.2,0.4,323,1.6386138613861385
0.2,0.4,324,1.6373762376237624
0.2,0.4,325,1.56509900990099
0.2,0.4,326,1.6915841584158418
0.2,0.4,327,1.6383663366336634
0.2,0.4,328,1.6373762376237622
0.2,0.4,329,1.662623762376238
0.2,0.4,330,1.5985148514851484
0.2,0.4,331,1.6717821782178217
0.2,0.4,332,1.675990099009901
0.2,0.4,333,1.6106435643564359
0.2,0.4,334,1.6774752475247525
0.2,0.4,335,1.6012376237623762
0.2,0.4,336,1.639108910891089
0.2,0.4,337,1.641336633663366
0.2,0.4,338,1.6509900990099007
0.2,0.4,339,1.6470297029702972
0.2,0.4,340,1.613861386138614
0.2,0.4,341,1.6910891089108913
0.2,0.4,342,1.5972772277227723
0.2,0.4,343,1.6428217821782178
0.2,0.4,344,1.5591584158415843
0.2,0.4,345,1.6165841584158416
0.2,0.4,346,1.5742574257425739
0.2,0.4,347,1.6297029702970294
0.2,0.4,348,1.5886138613861385
0.2,0.4,349,1.5960396039603957
0.2,0.4,350,1.654455445544555
0.2,0.4,351,1.677970297029703
0.2,0.4,352,1.6814356435643567
0.2,0.4,353,1.7121287128712868
0.2,0.4,354,1.602970297029703
0.2,0.4,355,1.6282178217821783
0.2,0.4,356,1.575
0.2,0.4,357,1.6368811881188123
0.2,0.4,358,1.6242574257425741
0.2,0.4,359,1.591089108910891
0.2,0.4,360,1.7044554455445542
0.2,0.4,361,1.6163366336633664
0.2,0.4,362,1.603960396039604
0.2,0.4,363,1.6626237623762374
0.2,0.4,364,1.6032178217821784
0.2,0.4,365,1.643069306930693
0.2,0.4,366,1.6017326732673267
0.2,0.4,367,1.6160891089108909
0.2,0.4,368,1.6373762376237624
0.2,0.4,369,1.6227722772277229
0.2,0.4,370,1.6636138613861386
0.2,0.4,371,1.58490099009901
0.2,0.4,372,1.60519801980198
0.2,0.4,373,1.6398514851485149
0.2,0.4,374,1.5948019801980202
0.2,0.4,375,1.643564356435644
0.2,0.4,376,1.6517326732673263
0.2,0.4,377,1.5891089108910894
0.2,0.4,378,1.6844059405940595
0.2,0.4,379,1.64529702970297
0.2,0.4,380,1.6378712871287127
0.2,0.4,381,1.6428217821782176
0.2,0.4,382,1.6170792079207923
0.2,0.4,383,1.6007425742574255
0.2,0.4,384,1.5742574257425739
0.2,0.4,385,1.5910891089108912
0.2,0.4,386,1.7193069306930693
0.2,0.4,387,1.60470297029703
0.2,0.4,388,1.6131188118811883
0.2,0.4,389,1.6309405940594055
0.2,0.4,390,1.6168316831683167
0.2,0.4,391,1.6410891089108914
0.2,0.4,392,1.5893564356435643
0.2,0.4,393,1.6022277227722772
0.2,0.4,394,1.5037128712871284
0.2,0.4,395,1.591089108910891
0.2,0.4,396,1.6094059405940593
0.2,0.4,397,1.596039603960396
0.2,0.4,398,1.6321782178217819
0.2,0.4,399,1.6056930693069311
0.2,0.5,400,1.3924752475247524
0.2,0.5,401,1.3156435643564357
0.2,0.5,402,1.4075247524752474
0.2,0.5,403,1.358811881188119
0.2,0.5,404,1.3566336633663365
0.2,0.5,405,1.3158415841584157
0.2,0.5,406,1.3532673267326734
0.2,0.5,407,1.4097029702970296
0.2,0.5,408,1.3124752475247525
0.2,0.5,409,1.3891089108910892
0.2,0.5,410,1.375841584158416
0.2,0.5,411,1.3475247524752478
0.2,0.5,412,1.3582178217821783
0.2,0.5,413,1.4067326732673269
0.2,0.5,414,1.3423762376237625
0.2,0.5,415,1.4150495049504952
0.2,0.5,416,1.3156435643564357
0.2,0.5,417,1.3599999999999999
0.2,0.5,418,1.3570297029702967
0.2,0.5,419,1.3637623762376239
0.2,0.5,420,1.4063366336633665
0.2,0.5,421,1.3762376237623761
0.2,0.5,422,1.3798019801980201
0.2,0.5,423,1.348910891089109
0.2,0.5,424,1.307128712871287
0.2,0.5,425,1.28970297029703
0.2,0.5,426,1.3097029702970298
0.2,0.5,427,1.398217821782178
0.2,0.5,428,1.415643564356436
0.2,0.5,429,1.3879207920792083
0.2,0.5,430,1.3372277227722773
0.2,0.5,431,1.3235643564356434
0.2,0.5,432,1.4156435643564358
0.2,0.5,433,1.3465346534653466
0.2,0.5,434,1.3960396039603964
0.2,0.5,435,1.4168316831683165
0.2,0.5,436,1.3809900990099009
0.2,0.5,437,1.3489108910891088
0.2,0.5,438,1.374851485148515
0.2,0.5,439,1.3435643564356434
0.2,0.5,440,1.348118811881188
0.2,0.5,441,1.3839603960396036
0.2,0.5,442,1.3043564356435646
0.2,0.5,443,1.358415841584158
0.2,0.5,444,1.3560396039603961
0.2,0.5,445,1.3047524752475248
0.2,0.5,446,1.3695049504950496
0.2,0.5,447,1.3778217821782177
0.2,0.5,448,1.3227722772277226
0.2,0.5,449,1.2867326732673265
0.2,0.5,450,1.3445544554455446
0.2,0.5,451,1.3469306930693068
0.2,0.5,452,1.3546534653465345
0.2,0.5,453,1.3138613861386137
0.2,0.5,454,1.3566336633663367
0.2,0.5,455,1.3273267326732672
0.2,0.5,456,1.3304950495049508
0.2,0.5,457,1.3984158415841588
0.2,0.5,458,1.4037623762376237
0.2,0.5,459,1.3716831683168316
0.2,0.5,460,1.3578217821782175
0.2,0.5,461,1.3592079207920793
0.2,0.5,462,1.3174257425742577
0.2,0.5,463,1.300990099009901
0.2,0.5,464,1.3364356435643565
0.2,0.5,465,1.3679207920792082
0.2,0.5,466,1.3580198019801983
0.2,0.5,467,1.373069306930693
0.2,0.5,468,1.3706930693069306
0.2,0.5,469,1.3399999999999999
0.2,0.5,470,1.3584158415841585
0.2,0.5,471,1.3594059405940595
0.2,0.5,472,1.3235643564356434
0.2,0.5,473,1.4245544554455445
0.2,0.5,474,1.4073267326732675
0.2,0.5,475,1.3405940594059405
0.2,0.5,476,1.333267326732673
0.2,0.5,477,1.3544554455445548
0.2,0.5,478,1.3437623762376243
0.2,0.5,479,1.3596039603960395
0.2,0.5,480,1.375643564356436
0.2,0.5,481,1.3912871287128712
0.2,0.5,482,1.3982178217821781
0.2,0.5,483,1.3164356435643565
0.2,0.5,484,1.363960396039604
0.2,0.5,485,1.3855445544554459
0.2,0.5,486,1.4186138613861385
0.2,0.5,487,1.4425742574257425
0.2,0.5,488,1.2677227722772277
0.2,0.5,489,1.311089108910891
0.2,0.5,490,1.35980198019802
0.2,0.5,491,1.3702970297029704
0.2,0.5,492,1.3790099009900985
0.2,0.5,493,1.340594059405941
0.2,0.5,494,1.3990099009900991
0.2,0.5,495,1.400792079207921
0.2,0.5,496,1.3205940594059407
0.2,0.5,497,1.3625742574257427
0.2,0.5,498,1.3457425742574258
0.2,0.5,499,1.3554455445544555
0.2,0.6,500,1.2145214521452146
0.2,0.6,501,1.1973597359735972
0.2,0.6,502,1.1937293729372935
0.2,0.6,503,1.145049504950495
0.2,0.6,504,1.0864686468646865
0.2,0.6,505,1.2206270627062705
0.2,0.6,506,1.132013201320132
0.2,0.6,507,1.208085808580858
0.2,0.6,508,1.1493399339933994
0.2,0.6,509,1.2189768976897688
0.2,0.6,510,1.1549504950495049
0.2,0.6,511,1.1584158415841583
0.2,0.6,512,1.1995049504950497
0.2,0.6,513,1.1605610561056103
0.2,0.6,514,1.1793729372937294
0.2,0.6,515,1.18993399339934
0.2,0.6,516,1.1813531353135314
0.2,0.6,517,1.1942244224422442
0.2,0.6,518,1.1582508250825085
0.2,0.6,519,1.1491749174917492
0.2,0.6,520,1.1227722772277227
0.2,0.6,521,1.1648514851485148
0.2,0.6,522,1.184983498349835
0.2,0.6,523,1.1486798679867987
0.2,0.6,524,1.1942244224422442
0.2,0.6,525,1.1795379537953796
0.2,0.6,526,1.2358085808580859
0.2,0.6,527,1.1315181518151816
0.2,0.6,528,1.2145214521452148
0.2,0.6,529,1.1627062706270628
0.2,0.6,530,1.2235973597359737
0.2,0.6,531,1.225907590759076
0.2,0.6,532,1.1554455445544556
0.2,0.6,533,1.1186468646864685
0.2,0.6,534,1.2006600660066007
0.2,0.6,535,1.1750825082508252
0.2,0.6,536,1.1821782178217821
0.2,0.6,537,1.1896039603960396
0.2,0.6,538,1.2420792079207923
0.2,0.6,539,1.1054455445544555
0.2,0.6,540,1.2453795379537957
0.2,0.6,541,1.2087458745874586
0.2,0.6,542,1.1211221122112212
0.2,0.6,543,1.1940594059405942
0.2,0.6,544,1.1483498349834984
0.2,0.6,545,1.1633663366336635
0.2,0.6,546,1.1165016501650167
0.2,0.6,547,1.1481848184818482
0.2,0.6,548,1.1554455445544554
0.2,0.6,549,1.1379537953795382
0.2,0.6,550,1.1801980198019801
0.2,0.6,551,1.1099009900990098
0.2,0.6,552,1.1782178217821782
0.2,0.6,553,1.131188118811881
0.2,0.6,554,1.1691419141914192
0.2,0.6,555,1.1635313531353138
0.2,0.6,556,1.2425742574257423
0.2,0.6,557,1.1976897689768977
0.2,0.6,558,1.1764026402640264
0.2,0.6,559,1.1914191419141915
0.2,0.6,560,1.2394389438943896
0.2,0.6,561,1.1975247524752475
0.2,0.6,562,1.1318481848184818
0.2,0.6,563,1.1856435643564356
0.2,0.6,564,1.163201320132013
0.2,0.6,565,1.1917491749174915
0.2,0.6,566,1.2214521452145215
0.2,0.6,567,1.131023102310231
0.2,0.6,568,1.1856435643564356
0.2,0.6,569,1.1592409240924093
0.2,0.6,570,1.1815181518151814
0.2,0.6,571,1.2092409240924094
0.2,0.6,572,1.2735973597359735
0.2,0.6,573,1.2214521452145213
0.2,0.6,574,1.1153465346534654
0.2,0.6,575,1.1945544554455445
0.2,0.6,576,1.1633663366336633
0.2,0.6,577,1.175907590759076
0.2,0.6,578,1.1886138613861386
0.2,0.6,579,1.242079207920792
0.2,0.6,580,1.1839933993399339
0.2,0.6,581,1.1671617161716172
0.2,0.6,582,1.1735973597359737
0.2,0.6,583,1.215016501650165
0.2,0.6,584,1.133168316831683
0.2,0.6,585,1.143069306930693
0.2,0.6,586,1.1648514851485148
0.2,0.6,587,1.1584158415841583
0.2,0.6,588,1.1249174917491747
0.2,0.6,589,1.162046204620462
0.2,0.6,590,1.253135313531353
0.2,0.6,591,1.2036303630363034
0.2,0.6,592,1.1886138613861386
0.2,0.6,593,1.1983498349834987
0.2,0.6,594,1.1932343234323433
0.2,0.6,595,1.195049504950495
0.2,0.6,596,1.1957095709570957
0.2,0.6,597,1.169306930693069
0.2,0.6,598,1.1455445544554457
0.2,0.6,599,1.1343234323432345
0.2,0.7000000000000001,600,1.002970297029703
0.2,0.7000000000000001,601,1.0335219236209334
0.2,0.7000000000000001,602,1.0353606789250351
0.2,0.7000000000000001,603,0.9865629420084864
0.2,0.7000000000000001,604,1.0613861386138612
0.2,0.7000000000000001,605,1.001980198019802
0.2,0.7000000000000001,606,1.0154172560113157
0.2,0.7000000000000001,607,0.9565770862800566
0.2,0.7000000000000001,608,1.0401697312588403
0.2,0.7000000000000001,609,1.0178217821782178
0.2,0.7000000000000001,610,1.0001414427157
0.2,0.7000000000000001,611,1.0196605374823196
0.2,0.7000000000000001,612,1.0200848656294201
0.2,0.7000000000000001,613,1.048939179632249
0.2,0.7000000000000001,614,0.9745403111739743
0.2,0.7000000000000001,615,1.0004243281471004
0.2,0.7000000000000001,616,1.026308345120226
0.2,0.7000000000000001,617,1.0462517680339463
0.2,0.7000000000000001,618,1.0567185289957566
0.2,0.7000000000000001,619,1.0405940594059406
0.2,0.7000000000000001,620,1.0104667609618105
0.2,0.7000000000000001,621,1.0736916548797737
0.2,0.7000000000000001,622,1.0135785007072136
0.2,0.7000000000000001,623,0.9817538896746819
0.2,0.7000000000000001,624,1.026166902404526
0.2,0.7000000000000001,625,1.0789250353606787
0.2,0.7000000000000001,626,1.0898161244695899
0.2,0.7000000000000001,627,1.0097595473833096
0.2,0.7000000000000001,628,1.016973125884017
0.2,0.7000000000000001,629,1.0314002828854314
0.2,0.7000000000000001,630,1.0158415841584156
0.2,0.7000000000000001,631,1.04031117397454
0.2,0.7000000000000001,632,1.0486562942008484
0.2,0.7000000000000001,633,1.051909476661952
0.2,0.7000000000000001,634,0.9951909476661952
0.2,0.7000000000000001,635,1.0107496463932109
0.2,0.7000000000000001,636,0.9881188118811881
0.2,0.7000000000000001,637,1.0589816124469589
0.2,0.7000000000000001,638,1.0366336633663364
0.2,0.7000000000000001,639,1.0702970297029704
0.2,0.7000000000000001,640,0.9933521923620934
0.2,0.7000000000000001,641,1.083168316831683
0.2,0.7000000000000001,642,1.0094766619519093
0.2,0.7000000000000001,643,1.0530410183875527
0.2,0.7000000000000001,644,1.0613861386138614
0.2,0.7000000000000001,645,1.0043847241867045
0.2,0.7000000000000001,646,1.0622347949080624
0.2,0.7000000000000001,647,1.0210749646393211
0.2,0.7000000000000001,648,1.032107496463932
0.2,0.7000000000000001,649,1.0455445544554456
0.2,0.7000000000000001,650,1.0073550212164073
0.2,0.7000000000000001,651,1.0315417256011314
0.2,0.7000000000000001,652,1.034794908062235
0.2,0.7000000000000001,653,1.0956152758132955
0.2,0.7000000000000001,654,0.9858557284299858
0.2,0.7000000000000001,655,1.0554455445544555
0.2,0.7000000000000001,656,1.0875530410183876
0.2,0.7000000000000001,657,1.0196605374823196
0.2,0.7000000000000001,658,0.9930693069306931
0.2,0.7000000000000001,659,1.0444130127298445
0.2,0.7000000000000001,660,1.0217821782178218
0.2,0.7000000000000001,661,1.0698727015558698
0.2,0.7000000000000001,662,0.9923620933521924
0.2,0.7000000000000001,663,1.009052333804809
0.2,0.7000000000000001,664,1.0096181046676096
0.2,0.7000000000000001,665,1.0414427157001416
0.2,0.7000000000000001,666,1.006930693069307
0.2,0.7000000000000001,667,1.0745403111739744
0.2,0.7000000000000001,668,1.0434229137199433
0.2,0.7000000000000001,669,1.0618104667609618
0.2,0.7000000000000001,670,1.0835926449787836
0.2,0.7000000000000001,671,1.0588401697312588
0.2,0.7000000000000001,672,1.0611032531824611
0.2,0.7000000000000001,673,1.010891089108911
0.2,0.7000000000000001,674,1.0565770862800565
0.2,0.7000000000000001,675,1.032107496463932
0.2,0.7000000000000001,676,1.0083451202263083
0.2,0.7000000000000001,677,1.0690240452616688
0.2,0.7000000000000001,678,1.0923620933521923
0.2,0.7000000000000001,679,1.0084865629420086
0.2,0.7000000000000001,680,1.0091937765205092
0.2,0.7000000000000001,681,1.057142857142857
0.2,0.7000000000000001,682,0.9670438472418671
0.2,0.7000000000000001,683,1.0287128712871283
0.2,0.7000000000000001,684,1.0386138613861386
0.2,0.7000000000000001,685,0.9650636492220651
0.2,0.7000000000000001,686,1.0455445544554456
0.2,0.7000000000000001,687,1.0288543140028288
0.2,0.7000000000000001,688,1.0603960396039604
0.2,0.7000000000000001,689,1.04992927864215
0.2,0.7000000000000001,690,1.079207920792079
0.2,0.7000000000000001,691,1.0244695898161245
0.2,0.7000000000000001,692,1.0984441301272985
0.2,0.7000000000000001,693,1.0632248939179632
0.2,0.7000000000000001,694,1.0495049504950495
