p,grid_shape,Run,Burnt,Max cluster size
0,"(20, 20)",0,0,0
0,"(20, 20)",1,0,0
0,"(20, 20)",2,0,0
0,"(20, 20)",3,0,0
0,"(20, 20)",4,0,0
0,"(20, 20)",5,0,0
0,"(20, 20)",6,0,0
0,"(20, 20)",7,0,0
0,"(20, 20)",8,0,0
0,"(20, 20)",9,0,0
0,"(20, 20)",10,0,0
0,"(20, 20)",11,0,0
0,"(20, 20)",12,0,0
0,"(20, 20)",13,0,0
0,"(20, 20)",14,0,0
0,"(20, 20)",15,0,0
0,"(20, 20)",16,0,0
0,"(20, 20)",17,0,0
0,"(20, 20)",18,0,0
0,"(20, 20)",19,0,0
0,"(20, 20)",20,0,0
0,"(20, 20)",21,0,0
0,"(20, 20)",22,0,0
0,"(20, 20)",23,0,0
0,"(20, 20)",24,0,0
0,"(20, 20)",25,0,0
0,"(20, 20)",26,0,0
0,"(20, 20)",27,0,0
0,"(20, 20)",28,0,0
0,"(20, 20)",29,0,0
0,"(20, 20)",30,0,0
0,"(20, 20)",31,0,0
0,"(20, 20)",32,0,0
0,"(20, 20)",33,0,0
0,"(20, 20)",34,0,0
0,"(20, 20)",35,0,0
0,"(20, 20)",36,0,0
0,"(20, 20)",37,0,0
0,"(20, 20)",38,0,0
0,"(20, 20)",39,0,0
0,"(20, 20)",40,0,0
0,"(20, 20)",41,0,0
0,"(20, 20)",42,0,0
0,"(20, 20)",43,0,0
0,"(20, 20)",44,0,0
0,"(20, 20)",45,0,0
0,"(20, 20)",46,0,0
0,"(20, 20)",47,0,0
0,"(20, 20)",48,0,0
0,"(20, 20)",49,0,0
0,"(50, 50)",50,0,0
0,"(50, 50)",51,0,0
0,"(50, 50)",52,0,0
0,"(50, 50)",53,0,0
0,"(50, 50)",54,0,0
0,"(50, 50)",55,0,0
0,"(50, 50)",56,0,0
0,"(50, 50)",57,0,0
0,"(50, 50)",58,0,0
0,"(50, 50)",59,0,0
0,"(50, 50)",60,0,0
0,"(50, 50)",61,0,0
0,"(50, 50)",62,0,0
0,"(50, 50)",63,0,0
0,"(50, 50)",64,0,0
0,"(50, 50)",65,0,0
0,"(50, 50)",66,0,0
0,"(50, 50)",67,0,0
0,"(50, 50)",68,0,0
0,"(50, 50)",69,0,0
0,"(50, 50)",70,0,0
0,"(50, 50)",71,0,0
0,"(50, 50)",72,0,0
0,"(50, 50)",73,0,0
0,"(50, 50)",74,0,0
0,"(50, 50)",75,0,0
0,"(50, 50)",76,0,0
0,"(50, 50)",77,0,0
0,"(50, 50)",78,0,0
0,"(50, 50)",79,0,0
0,"(50, 50)",80,0,0
0,"(50, 50)",81,0,0
0,"(50, 50)",82,0,0
0,"(50, 50)",83,0,0
0,"(50, 50)",84,0,0
0,"(50, 50)",85,0,0
0,"(50, 50)",86,0,0
0,"(50, 50)",87,0,0
0,"(50, 50)",88,0,0
0,"(50, 50)",89,0,0
0,"(50, 50)",90,0,0
0,"(50, 50)",91,0,0
0,"(50, 50)",92,0,0
0,"(50, 50)",93,0,0
0,"(50, 50)",94,0,0
0,"(50, 50)",95,0,0
0,"(50, 50)",96,0,0
0,"(50, 50)",97,0,0
0,"(50, 50)",98,0,0
0,"(50, 50)",99,0,0
0,"(100, 100)",100,0,0
0,"(100, 100)",101,0,0
0,"(100, 100)",102,0,0
0,"(100, 100)",103,0,0
0,"(100, 100)",104,0,0
0,"(100, 100)",105,0,0
0,"(100, 100)",106,0,0
0,"(100, 100)",107,0,0
0,"(100, 100)",108,0,0
0,"(100, 100)",109,0,0
0,"(100, 100)",110,0,0
0,"(100, 100)",111,0,0
0,"(100, 100)",112,0,0
0,"(100, 100)",113,0,0
0,"(100, 100)",114,0,0
0,"(100, 100)",115,0,0
0,"(100, 100)",116,0,0
0,"(100, 100)",117,0,0
0,"(100, 100)",118,0,0
0,"(100, 100)",119,0,0
0,"(100, 100)",120,0,0
0,"(100, 100)",121,0,0
0,"(100, 100)",122,0,0
0,"(100, 100)",123,0,0
0,"(100, 100)",124,0,0
0,"(100, 100)",125,0,0
0,"(100, 100)",126,0,0
0,"(100, 100)",127,0,0
0,"(100, 100)",128,0,0
0,"(100, 100)",129,0,0
0,"(100, 100)",130,0,0
0,"(100, 100)",131,0,0
0,"(100, 100)",132,0,0
0,"(100, 100)",133,0,0
0,"(100, 100)",134,0,0
0,"(100, 100)",135,0,0
0,"(100, 100)",136,0,0
0,"(100, 100)",137,0,0
0,"(100, 100)",138,0,0
0,"(100, 100)",139,0,0
0,"(100, 100)",140,0,0
0,"(100, 100)",141,0,0
0,"(100, 100)",142,0,0
0,"(100, 100)",143,0,0
0,"(100, 100)",144,0,0
0,"(100, 100)",145,0,0
0,"(100, 100)",146,0,0
0,"(100, 100)",147,0,0
0,"(100, 100)",148,0,0
0,"(100, 100)",149,0,0
0.02,"(20, 20)",150,0,1
0.02,"(20, 20)",151,0,0
0.02,"(20, 20)",152,0,0
0.02,"(20, 20)",153,0,0
0.02,"(20, 20)",154,0,1
0.02,"(20, 20)",155,0,1
0.02,"(20, 20)",156,0,1
0.02,"(20, 20)",157,0,0
0.02,"(20, 20)",158,0,0
0.02,"(20, 20)",159,0,0
0.02,"(20, 20)",160,0,0
0.02,"(20, 20)",161,0,0
0.02,"(20, 20)",162,0,0
0.02,"(20, 20)",163,0,0
0.02,"(20, 20)",164,0,0
0.02,"(20, 20)",165,0,1
0.02,"(20, 20)",166,0,1
0.02,"(20, 20)",167,0,1
0.02,"(20, 20)",168,0,0
0.02,"(20, 20)",169,0,1
0.02,"(20, 20)",170,0,0
0.02,"(20, 20)",171,0,0
0.02,"(20, 20)",172,0,0
0.02,"(20, 20)",173,0,0
0.02,"(20, 20)",174,0,1
0.02,"(20, 20)",175,0,0
0.02,"(20, 20)",176,0,1
0.02,"(20, 20)",177,0,1
0.02,"(20, 20)",178,0,1
0.02,"(20, 20)",179,0,2
0.02,"(20, 20)",180,0,0
0.02,"(20, 20)",181,0,0
0.02,"(20, 20)",182,0,1
0.02,"(20, 20)",183,0,0
0.02,"(20, 20)",184,0,0
0.02,"(20, 20)",185,0,1
0.02,"(20, 20)",186,0,0
0.02,"(20, 20)",187,0,1
0.02,"(20, 20)",188,0,0
0.02,"(20, 20)",189,0,0
0.02,"(20, 20)",190,0,0
0.02,"(20, 20)",191,0,1
0.02,"(20, 20)",192,0,0
0.02,"(20, 20)",193,0,1
0.02,"(20, 20)",194,0,1
0.02,"(20, 20)",195,0,0
0.02,"(20, 20)",196,0,0
0.02,"(20, 20)",197,0,0
0.02,"(20, 20)",198,0,0
0.02,"(20, 20)",199,0,0
0.02,"(50, 50)",200,0,1
0.02,"(50, 50)",201,0,2
0.02,"(50, 50)",202,0,1
0.02,"(50, 50)",203,0,1
0.02,"(50, 50)",204,0,1
0.02,"(50, 50)",205,0,1
0.02,"(50, 50)",206,0,0
0.02,"(50, 50)",207,0,1
0.02,"(50, 50)",208,0,0
0.02,"(50, 50)",209,0,0
0.02,"(50, 50)",210,0,1
0.02,"(50, 50)",211,0,0
0.02,"(50, 50)",212,0,1
0.02,"(50, 50)",213,0,1
0.02,"(50, 50)",214,0,0
0.02,"(50, 50)",215,0,1
0.02,"(50, 50)",216,0,1
0.02,"(50, 50)",217,0,0
0.02,"(50, 50)",218,0,0
0.02,"(50, 50)",219,0,1
0.02,"(50, 50)",220,0,1
0.02,"(50, 50)",221,0,1
0.02,"(50, 50)",222,0,1
0.02,"(50, 50)",223,0,2
0.02,"(50, 50)",224,0,1
0.02,"(50, 50)",225,0,1
0.02,"(50, 50)",226,0,1
0.02,"(50, 50)",227,0,0
0.02,"(50, 50)",228,0,1
0.02,"(50, 50)",229,0,0
0.02,"(50, 50)",230,0,1
0.02,"(50, 50)",231,0,1
0.02,"(50, 50)",232,0,1
0.02,"(50, 50)",233,0,1
0.02,"(50, 50)",234,0,1
0.02,"(50, 50)",235,0,1
0.02,"(50, 50)",236,0,1
0.02,"(50, 50)",237,0,0
0.02,"(50, 50)",238,0,1
0.02,"(50, 50)",239,0,0
0.02,"(50, 50)",240,0,1
0.02,"(50, 50)",241,0,1
0.02,"(50, 50)",242,0,0
0.02,"(50, 50)",243,0,1
0.02,"(50, 50)",244,0,1
0.02,"(50, 50)",245,0,0
0.02,"(50, 50)",246,0,1
0.02,"(50, 50)",247,0,1
0.02,"(50, 50)",248,0,1
0.02,"(50, 50)",249,0,1
0.02,"(100, 100)",250,0,0
0.02,"(100, 100)",251,0,2
0.02,"(100, 100)",252,0,1
0.02,"(100, 100)",253,0,1
0.02,"(100, 100)",254,0,1
0.02,"(100, 100)",255,0,1
0.02,"(100, 100)",256,0,2
0.02,"(100, 100)",257,0,1
0.02,"(100, 100)",258,0,1
0.02,"(100, 100)",259,0,1
0.02,"(100, 100)",260,0,1
0.02,"(100, 100)",261,0,1
0.02,"(100, 100)",262,0,1
0.02,"(100, 100)",263,0,1
0.02,"(100, 100)",264,0,1
0.02,"(100, 100)",265,0,2
0.02,"(100, 100)",266,0,1
0.02,"(100, 100)",267,0,1
0.02,"(100, 100)",268,0,0
0.02,"(100, 100)",269,0,1
0.02,"(100, 100)",270,0,1
0.02,"(100, 100)",271,0,1
0.02,"(100, 100)",272,0,1
0.02,"(100, 100)",273,0,1
0.02,"(100, 100)",274,0,1
0.02,"(100, 100)",275,0,1
0.02,"(100, 100)",276,0,1
0.02,"(100, 100)",277,0,1
0.02,"(100, 100)",278,0,1
0.02,"(100, 100)",279,0,1
0.02,"(100, 100)",280,0,1
0.02,"(100, 100)",281,0,0
0.02,"(100, 100)",282,0,2
0.02,"(100, 100)",283,0,1
0.02,"(100, 100)",284,0,0
0.02,"(100, 100)",285,0,1
0.02,"(100, 100)",286,0,1
0.02,"(100, 100)",287,0,0
0.02,"(100, 100)",288,0,1
0.02,"(100, 100)",289,0,1
0.02,"(100, 100)",290,0,1
0.02,"(100, 100)",291,0,1
0.02,"(100, 100)",292,0,1
0.02,"(100, 100)",293,0,1
0.02,"(100, 100)",294,0,1
0.02,"(100, 100)",295,0,1
0.02,"(100, 100)",296,0,0
0.02,"(100, 100)",297,0,2
0.02,"(100, 100)",298,0,3
0.02,"(100, 100)",299,0,1
0.04,"(20, 20)",300,0,1
0.04,"(20, 20)",301,0,0
0.04,"(20, 20)",302,0,1
0.04,"(20, 20)",303,0,0
0.04,"(20, 20)",304,0,0
0.04,"(20, 20)",305,0,1
0.04,"(20, 20)",306,0,2
0.04,"(20, 20)",307,0,0
0.04,"(20, 20)",308,0,0
0.04,"(20, 20)",309,0,0
0.04,"(20, 20)",310,0,0
0.04,"(20, 20)",311,0,0
0.04,"(20, 20)",312,0,1
0.04,"(20, 20)",313,0,1
0.04,"(20, 20)",314,0,0
0.04,"(20, 20)",315,0,0
0.04,"(20, 20)",316,0,0
0.04,"(20, 20)",317,0,0
0.04,"(20, 20)",318,0,1
0.04,"(20, 20)",319,0,1
0.04,"(20, 20)",320,0,1
0.04,"(20, 20)",321,0,2
0.04,"(20, 20)",322,0,0
0.04,"(20, 20)",323,0,0
0.04,"(20, 20)",324,0,1
0.04,"(20, 20)",325,0,0
0.04,"(20, 20)",326,0,1
0.04,"(20, 20)",327,0,0
0.04,"(20, 20)",328,0,1
0.04,"(20, 20)",329,0,1
0.04,"(20, 20)",330,0,1
0.04,"(20, 20)",331,0,0
0.04,"(20, 20)",332,0,1
0.04,"(20, 20)",333,0,0
0.04,"(20, 20)",334,0,1
0.04,"(20, 20)",335,0,1
0.04,"(20, 20)",336,0,0
0.04,"(20, 20)",337,0,1
0.04,"(20, 20)",338,0,0
0.04,"(20, 20)",339,0,0
0.04,"(20, 20)",340,0,1
0.04,"(20, 20)",341,0,1
0.04,"(20, 20)",342,0,1
0.04,"(20, 20)",343,0,1
0.04,"(20, 20)",344,0,1
0.04,"(20, 20)",345,0,0
0.04,"(20, 20)",346,0,1
0.04,"(20, 20)",347,0,0
0.04,"(20, 20)",348,0,1
0.04,"(20, 20)",349,0,0
0.04,"(50, 50)",350,0,2
0.04,"(50, 50)",351,0,1
0.04,"(50, 50)",352,0,0
0.04,"(50, 50)",353,0,1
0.04,"(50, 50)",354,0,1
0.04,"(50, 50)",355,0,0
0.04,"(50, 50)",356,0,0
0.04,"(50, 50)",357,0,1
0.04,"(50, 50)",358,0,1
0.04,"(50, 50)",359,0,1
0.04,"(50, 50)",360,0,1
0.04,"(50, 50)",361,0,1
0.04,"(50, 50)",362,0,3
0.04,"(50, 50)",363,0,1
0.04,"(50, 50)",364,0,1
0.04,"(50, 50)",365,0,2
0.04,"(50, 50)",366,0,1
0.04,"(50, 50)",367,0,2
0.04,"(50, 50)",368,0,1
0.04,"(50, 50)",369,0,1
0.04,"(50, 50)",370,0,2
0.04,"(50, 50)",371,0,0
0.04,"(50, 50)",372,0,0
0.04,"(50, 50)",373,0,0
0.04,"(50, 50)",374,0,1
0.04,"(50, 50)",375,0,1
0.04,"(50, 50)",376,0,1
0.04,"(50, 50)",377,0,0
0.04,"(50, 50)",378,0,1
0.04,"(50, 50)",379,0,0
0.04,"(50, 50)",380,0,1
0.04,"(50, 50)",381,0,1
0.04,"(50, 50)",382,0,1
0.04,"(50, 50)",383,0,0
0.04,"(50, 50)",384,0,1
0.04,"(50, 50)",385,0,1
0.04,"(50, 50)",386,0,2
0.04,"(50, 50)",387,0,1
0.04,"(50, 50)",388,0,1
0.04,"(50, 50)",389,0,0
0.04,"(50, 50)",390,0,2
0.04,"(50, 50)",391,0,3
0.04,"(50, 50)",392,0,1
0.04,"(50, 50)",393,0,1
0.04,"(50, 50)",394,0,1
0.04,"(50, 50)",395,0,2
0.04,"(50, 50)",396,0,1
0.04,"(50, 50)",397,0,1
0.04,"(50, 50)",398,0,1
0.04,"(50, 50)",399,0,1
0.04,"(100, 100)",400,0,1
0.04,"(100, 100)",401,0,1
0.04,"(100, 100)",402,0,1
0.04,"(100, 100)",403,0,1
0.04,"(100, 100)",404,0,1
0.04,"(100, 100)",405,0,1
0.04,"(100, 100)",406,0,1
0.04,"(100, 100)",407,0,2
0.04,"(100, 100)",408,0,1
0.04,"(100, 100)",409,0,1
0.04,"(100, 100)",410,0,1
0.04,"(100, 100)",411,0,2
0.04,"(100, 100)",412,0,1
0.04,"(100, 100)",413,0,1
0.04,"(100, 100)",414,0,2
0.04,"(100, 100)",415,0,1
0.04,"(100, 100)",416,0,1
0.04,"(100, 100)",417,0,2
0.04,"(100, 100)",418,0,2
0.04,"(100, 100)",419,0,1
0.04,"(100, 100)",420,0,1
0.04,"(100, 100)",421,0,2
0.04,"(100, 100)",422,0,1
0.04,"(100, 100)",423,0,2
0.04,"(100, 100)",424,0,1
0.04,"(100, 100)",425,0,2
0.04,"(100, 100)",426,0,1
0.04,"(100, 100)",427,0,2
0.04,"(100, 100)",428,0,3
0.04,"(100, 100)",429,0,1
0.04,"(100, 100)",430,0,3
0.04,"(100, 100)",431,0,1
0.04,"(100, 100)",432,0,2
0.04,"(100, 100)",433,0,1
0.04,"(100, 100)",434,0,1
0.04,"(100, 100)",435,0,1
0.04,"(100, 100)",436,0,1
0.04,"(100, 100)",437,0,1
0.04,"(100, 100)",438,0,2
0.04,"(100, 100)",439,0,1
0.04,"(100, 100)",440,0,1
0.04,"(100, 100)",441,0,3
0.04,"(100, 100)",442,0,1
0.04,"(100, 100)",443,0,1
0.04,"(100, 100)",444,0,1
0.04,"(100, 100)",445,0,2
0.04,"(100, 100)",446,0,1
0.04,"(100, 100)",447,0,1
0.04,"(100, 100)",448,0,3
0.04,"(100, 100)",449,0,1
0.06,"(20, 20)",450,0,1
0.06,"(20, 20)",451,0,1
0.06,"(20, 20)",452,0,1
0.06,"(20, 20)",453,0,0
0.06,"(20, 20)",454,0,2
0.06,"(20, 20)",455,0,1
0.06,"(20, 20)",456,0,1
0.06,"(20, 20)",457,0,1
0.06,"(20, 20)",458,0,0
0.06,"(20, 20)",459,0,1
0.06,"(20, 20)",460,0,0
0.06,"(20, 20)",461,0,1
0.06,"(20, 20)",462,0,1
0.06,"(20, 20)",463,0,2
0.06,"(20, 20)",464,0,2
0.06,"(20, 20)",465,0,1
0.06,"(20, 20)",466,0,2
0.06,"(20, 20)",467,0,0
0.06,"(20, 20)",468,0,0
0.06,"(20, 20)",469,0,1
0.06,"(20, 20)",470,0,1
0.06,"(20, 20)",471,0,0
0.06,"(20, 20)",472,0,1
0.06,"(20, 20)",473,0,2
0.06,"(20, 20)",474,0,0
0.06,"(20, 20)",475,0,0
0.06,"(20, 20)",476,0,1
0.06,"(20, 20)",477,0,1
0.06,"(20, 20)",478,0,1
0.06,"(20, 20)",479,0,1
0.06,"(20, 20)",480,0,1
0.06,"(20, 20)",481,0,1
0.06,"(20, 20)",482,0,1
0.06,"(20, 20)",483,0,1
0.06,"(20, 20)",484,0,1
0.06,"(20, 20)",485,0,0
0.06,"(20, 20)",486,0,1
0.06,"(20, 20)",487,0,0
0.06,"(20, 20)",488,0,1
0.06,"(20, 20)",489,0,2
0.06,"(20, 20)",490,0,0
0.06,"(20, 20)",491,0,1
0.06,"(20, 20)",492,0,1
0.06,"(20, 20)",493,0,1
0.06,"(20, 20)",494,0,0
0.06,"(20, 20)",495,0,2
0.06,"(20, 20)",496,0,2
0.06,"(20, 20)",497,0,2
0.06,"(20, 20)",498,0,1
0.06,"(20, 20)",499,0,2
0.06,"(50, 50)",500,0,1
0.06,"(50, 50)",501,0,1
0.06,"(50, 50)",502,0,1
0.06,"(50, 50)",503,0,1
0.06,"(50, 50)",504,0,1
0.06,"(50, 50)",505,0,2
0.06,"(50, 50)",506,0,2
0.06,"(50, 50)",507,0,2
0.06,"(50, 50)",508,0,2
0.06,"(50, 50)",509,0,2
0.06,"(50, 50)",510,0,1
0.06,"(50, 50)",511,0,1
0.06,"(50, 50)",512,0,1
0.06,"(50, 50)",513,0,2
0.06,"(50, 50)",514,0,1
0.06,"(50, 50)",515,0,1
0.06,"(50, 50)",516,0,1
0.06,"(50, 50)",517,0,1
0.06,"(50, 50)",518,0,1
0.06,"(50, 50)",519,0,0
0.06,"(50, 50)",520,0,1
0.06,"(50, 50)",521,0,1
0.06,"(50, 50)",522,0,0
0.06,"(50, 50)",523,0,1
0.06,"(50, 50)",524,0,1
0.06,"(50, 50)",525,0,2
0.06,"(50, 50)",526,0,1
0.06,"(50, 50)",527,0,1
0.06,"(50, 50)",528,0,1
0.06,"(50, 50)",529,0,1
0.06,"(50, 50)",530,0,1
0.06,"(50, 50)",531,0,1
0.06,"(50, 50)",532,0,5
0.06,"(50, 50)",533,0,3
0.06,"(50, 50)",534,0,2
0.06,"(50, 50)",535,0,0
0.06,"(50, 50)",536,0,2
0.06,"(50, 50)",537,0,1
0.06,"(50, 50)",538,0,1
0.06,"(50, 50)",539,0,2
0.06,"(50, 50)",540,0,1
0.06,"(50, 50)",541,0,1
0.06,"(50, 50)",542,0,1
0.06,"(50, 50)",543,0,2
0.06,"(50, 50)",544,0,1
0.06,"(50, 50)",545,0,0
0.06,"(50, 50)",546,0,1
0.06,"(50, 50)",547,0,2
0.06,"(50, 50)",548,0,1
0.06,"(50, 50)",549,0,1
0.06,"(100, 100)",550,0,3
0.06,"(100, 100)",551,0,2
0.06,"(100, 100)",552,0,1
0.06,"(100, 100)",553,0,2
0.06,"(100, 100)",554,0,2
0.06,"(100, 100)",555,0,2
0.06,"(100, 100)",556,0,1
0.06,"(100, 100)",557,0,2
0.06,"(100, 100)",558,0,2
0.06,"(100, 100)",559,0,2
0.06,"(100, 100)",560,0,2
0.06,"(100, 100)",561,0,2
0.06,"(100, 100)",562,0,2
0.06,"(100, 100)",563,0,1
0.06,"(100, 100)",564,0,2
0.06,"(100, 100)",565,0,1
0.06,"(100, 100)",566,0,1
0.06,"(100, 100)",567,0,2
0.06,"(100, 100)",568,0,2
0.06,"(100, 100)",569,0,2
0.06,"(100, 100)",570,0,2
0.06,"(100, 100)",571,0,1
0.06,"(100, 100)",572,0,1
0.06,"(100, 100)",573,0,2
0.06,"(100, 100)",574,0,2
0.06,"(100, 100)",575,0,1
0.06,"(100, 100)",576,0,1
0.06,"(100, 100)",577,0,1
0.06,"(100, 100)",578,0,1
0.06,"(100, 100)",579,0,2
0.06,"(100, 100)",580,0,2
0.06,"(100, 100)",581,0,1
0.06,"(100, 100)",582,0,3
0.06,"(100, 100)",583,0,3
0.06,"(100, 100)",584,0,1
0.06,"(100, 100)",585,0,2
0.06,"(100, 100)",586,0,1
0.06,"(100, 100)",587,0,1
0.06,"(100, 100)",588,0,1
0.06,"(100, 100)",589,0,1
0.06,"(100, 100)",590,0,1
0.06,"(100, 100)",591,0,2
0.06,"(100, 100)",592,0,1
0.06,"(100, 100)",593,0,1
0.06,"(100, 100)",594,0,1
0.06,"(100, 100)",595,0,3
0.06,"(100, 100)",596,0,1
0.06,"(100, 100)",597,0,2
0.06,"(100, 100)",598,0,1
0.06,"(100, 100)",599,0,1
0.08,"(20, 20)",600,0,1
0.08,"(20, 20)",601,0,1
0.08,"(20, 20)",602,0,2
0.08,"(20, 20)",603,0,2
0.08,"(20, 20)",604,0,1
0.08,"(20, 20)",605,0,1
0.08,"(20, 20)",606,0,0
0.08,"(20, 20)",607,0,1
0.08,"(20, 20)",608,0,1
0.08,"(20, 20)",609,0,1
0.08,"(20, 20)",610,0,1
0.08,"(20, 20)",611,0,1
0.08,"(20, 20)",612,0,1
0.08,"(20, 20)",613,0,1
0.08,"(20, 20)",614,0,1
0.08,"(20, 20)",615,0,1
0.08,"(20, 20)",616,0,0
0.08,"(20, 20)",617,0,1
0.08,"(20, 20)",618,0,1
0.08,"(20, 20)",619,0,2
0.08,"(20, 20)",620,0,1
0.08,"(20, 20)",621,0,0
0.08,"(20, 20)",622,0,0
0.08,"(20, 20)",623,0,1
0.08,"(20, 20)",624,0,1
0.08,"(20, 20)",625,0,2
0.08,"(20, 20)",626,0,1
0.08,"(20, 20)",627,0,1
0.08,"(20, 20)",628,0,1
0.08,"(20, 20)",629,0,1
0.08,"(20, 20)",630,0,1
0.08,"(20, 20)",631,0,1
0.08,"(20, 20)",632,0,1
0.08,"(20, 20)",633,0,1
0.08,"(20, 20)",634,0,1
0.08,"(20, 20)",635,0,1
0.08,"(20, 20)",636,0,1
0.08,"(20, 20)",637,0,1
0.08,"(20, 20)",638,0,1
0.08,"(20, 20)",639,0,0
0.08,"(20, 20)",640,0,1
0.08,"(20, 20)",641,0,3
0.08,"(20, 20)",642,0,1
0.08,"(20, 20)",643,0,2
0.08,"(20, 20)",644,0,1
0.08,"(20, 20)",645,0,1
0.08,"(20, 20)",646,0,1
0.08,"(20, 20)",647,0,1
0.08,"(20, 20)",648,0,2
0.08,"(20, 20)",649,0,1
0.08,"(50, 50)",650,0,1
0.08,"(50, 50)",651,0,1
0.08,"(50, 50)",652,0,1
0.08,"(50, 50)",653,0,1
0.08,"(50, 50)",654,0,2
0.08,"(50, 50)",655,0,2
0.08,"(50, 50)",656,0,2
0.08,"(50, 50)",657,0,1
0.08,"(50, 50)",658,0,1
0.08,"(50, 50)",659,0,1
0.08,"(50, 50)",660,0,3
0.08,"(50, 50)",661,0,0
0.08,"(50, 50)",662,0,1
0.08,"(50, 50)",663,0,1
0.08,"(50, 50)",664,0,0
0.08,"(50, 50)",665,0,1
0.08,"(50, 50)",666,0,1
0.08,"(50, 50)",667,0,3
0.08,"(50, 50)",668,0,2
0.08,"(50, 50)",669,0,1
0.08,"(50, 50)",670,0,1
0.08,"(50, 50)",671,0,1
0.08,"(50, 50)",672,0,2
0.08,"(50, 50)",673,0,2
0.08,"(50, 50)",674,0,2
0.08,"(50, 50)",675,0,1
0.08,"(50, 50)",676,0,2
0.08,"(50, 50)",677,0,1
0.08,"(50, 50)",678,0,1
0.08,"(50, 50)",679,0,2
0.08,"(50, 50)",680,0,2
0.08,"(50, 50)",681,0,1
0.08,"(50, 50)",682,0,3
0.08,"(50, 50)",683,0,1
0.08,"(50, 50)",684,0,2
0.08,"(50, 50)",685,0,1
0.08,"(50, 50)",686,0,2
0.08,"(50, 50)",687,0,1
0.08,"(50, 50)",688,0,1
0.08,"(50, 50)",689,0,3
0.08,"(50, 50)",690,0,2
0.08,"(50, 50)",691,0,1
0.08,"(50, 50)",692,0,3
0.08,"(50, 50)",693,0,2
0.08,"(50, 50)",694,0,1
0.08,"(50, 50)",695,0,3
0.08,"(50, 50)",696,0,1
0.08,"(50, 50)",697,0,3
0.08,"(50, 50)",698,0,0
0.08,"(50, 50)",699,0,2
0.08,"(100, 100)",700,0,1
0.08,"(100, 100)",701,0,3
0.08,"(100, 100)",702,0,3
0.08,"(100, 100)",703,0,1
0.08,"(100, 100)",704,0,3
0.08,"(100, 100)",705,0,2
0.08,"(100, 100)",706,0,3
0.08,"(100, 100)",707,0,3
0.08,"(100, 100)",708,0,2
0.08,"(100, 100)",709,0,1
0.08,"(100, 100)",710,0,3
0.08,"(100, 100)",711,0,1
0.08,"(100, 100)",712,0,2
0.08,"(100, 100)",713,0,2
0.08,"(100, 100)",714,0,2
0.08,"(100, 100)",715,0,3
0.08,"(100, 100)",716,0,2
0.08,"(100, 100)",717,0,1
0.08,"(100, 100)",718,0,1
0.08,"(100, 100)",719,0,4
0.08,"(100, 100)",720,0,1
0.08,"(100, 100)",721,0,2
0.08,"(100, 100)",722,0,2
0.08,"(100, 100)",723,0,1
0.08,"(100, 100)",724,0,1
0.08,"(100, 100)",725,0,2
0.08,"(100, 100)",726,0,3
0.08,"(100, 100)",727,0,2
0.08,"(100, 100)",728,0,7
0.08,"(100, 100)",729,0,2
0.08,"(100, 100)",730,0,3
0.08,"(100, 100)",731,0,2
0.08,"(100, 100)",732,0,1
0.08,"(100, 100)",733,0,2
0.08,"(100, 100)",734,0,2
0.08,"(100, 100)",735,0,2
0.08,"(100, 100)",736,0,2
0.08,"(100, 100)",737,0,1
0.08,"(100, 100)",738,0,1
0.08,"(100, 100)",739,0,3
0.08,"(100, 100)",740,0,2
0.08,"(100, 100)",741,0,2
0.08,"(100, 100)",742,0,1
0.08,"(100, 100)",743,0,3
0.08,"(100, 100)",744,0,3
0.08,"(100, 100)",745,0,1
0.08,"(100, 100)",746,0,3
0.08,"(100, 100)",747,0,3
0.08,"(100, 100)",748,0,4
0.08,"(100, 100)",749,0,2
0.1,"(20, 20)",750,0,1
0.1,"(20, 20)",751,0,1
0.1,"(20, 20)",752,0,3
0.1,"(20, 20)",753,0,1
0.1,"(20, 20)",754,0,1
0.1,"(20, 20)",755,0,1
0.1,"(20, 20)",756,0,0
0.1,"(20, 20)",757,0,1
0.1,"(20, 20)",758,0,1
0.1,"(20, 20)",759,0,1
0.1,"(20, 20)",760,0,0
0.1,"(20, 20)",761,0,2
0.1,"(20, 20)",762,0,1
0.1,"(20, 20)",763,0,0
0.1,"(20, 20)",764,0,0
0.1,"(20, 20)",765,0,1
0.1,"(20, 20)",766,0,1
0.1,"(20, 20)",767,0,1
0.1,"(20, 20)",768,0,1
0.1,"(20, 20)",769,0,2
0.1,"(20, 20)",770,0,2
0.1,"(20, 20)",771,0,1
0.1,"(20, 20)",772,0,1
0.1,"(20, 20)",773,0,2
0.1,"(20, 20)",774,0,1
0.1,"(20, 20)",775,0,1
0.1,"(20, 20)",776,0,2
0.1,"(20, 20)",777,0,2
0.1,"(20, 20)",778,0,1
0.1,"(20, 20)",779,0,3
0.1,"(20, 20)",780,0,2
0.1,"(20, 20)",781,0,0
0.1,"(20, 20)",782,0,1
0.1,"(20, 20)",783,0,2
0.1,"(20, 20)",784,0,2
0.1,"(20, 20)",785,0,1
0.1,"(20, 20)",786,0,2
0.1,"(20, 20)",787,0,1
0.1,"(20, 20)",788,0,1
0.1,"(20, 20)",789,0,0
0.1,"(20, 20)",790,0,1
0.1,"(20, 20)",791,0,1
0.1,"(20, 20)",792,0,1
